date,amm_busheling_midwest,hr_coil,alluminum,iron_ore,turkish_scrap,nue
12/28/11,245,558,3278,142,418,51
12/29/11,231,507,1747,48,353,38
12/30/11,244,1048,1326,45,494,44
12/31/11,255,1074,3203,62,379,36
1/1/12,453,533,3285,113,318,48
1/2/12,427,894,2983,112,442,44
1/3/12,231,1064,2178,46,481,56
1/4/12,355,932,2760,139,337,63
1/5/12,355,966,1855,98,190,38
1/6/12,441,533,2248,109,290,60
1/7/12,265,798,2523,58,503,76
1/8/12,252,1047,2045,118,498,62
1/9/12,263,1051,1587,110,320,43
1/10/12,237,796,1497,56,296,33
1/11/12,488,520,2957,99,189,71
1/12/12,225,952,1275,120,272,82
1/13/12,513,835,2155,106,253,38
1/14/12,281,959,1411,136,418,66
1/15/12,341,453,2213,46,228,64
1/16/12,194,811,1325,38,246,37
1/17/12,223,677,2542,96,180,32
1/18/12,353,945,2886,158,428,80
1/19/12,489,810,2521,122,439,75
1/20/12,404,1016,2907,50,281,45
1/21/12,274,658,1804,68,393,58
1/22/12,347,946,2397,118,242,50
1/23/12,308,624,1553,133,463,54
1/24/12,412,515,1527,76,374,36
1/25/12,487,672,2249,177,463,30
1/26/12,316,613,2655,175,300,72
1/27/12,220,404,2396,172,375,51
1/28/12,512,880,1587,142,186,52
1/29/12,443,760,2519,152,394,55
1/30/12,327,1009,1981,107,459,57
1/31/12,372,396,2005,74,341,72
2/1/12,478,1055,1518,139,371,53
2/2/12,337,886,1540,184,364,48
2/3/12,476,867,2700,190,425,81
2/4/12,465,749,1970,142,177,66
2/5/12,270,455,2525,117,360,66
2/6/12,217,592,2337,153,278,68
2/7/12,513,455,1560,116,294,44
2/8/12,422,866,1765,114,482,30
2/9/12,330,1064,2342,89,195,54
2/10/12,500,969,2003,40,314,51
2/11/12,196,1048,2029,80,414,68
2/12/12,498,956,2711,134,376,27
2/13/12,303,840,2708,62,301,74
2/14/12,186,390,1747,69,450,45
2/15/12,259,730,1521,98,448,64
2/16/12,235,947,1523,53,396,49
2/17/12,415,1003,1458,90,306,63
2/18/12,218,843,2296,180,307,68
2/19/12,303,519,1375,127,378,41
2/20/12,199,759,2300,57,478,72
2/21/12,205,368,1608,43,284,37
2/22/12,300,553,1701,100,401,27
2/23/12,198,354,3138,44,432,70
2/24/12,252,935,3191,142,289,48
2/25/12,446,1050,2856,50,436,32
2/26/12,269,657,3135,79,440,45
2/27/12,302,661,1649,54,403,37
2/28/12,223,573,2790,153,242,61
2/29/12,254,731,3119,159,268,34
3/1/12,273,802,2746,132,182,57
3/2/12,502,970,1776,55,374,40
3/3/12,200,410,2763,83,320,30
3/4/12,491,631,2859,158,324,68
3/5/12,351,476,2346,82,347,46
3/6/12,230,763,3131,148,386,49
3/7/12,234,777,1602,43,246,43
3/8/12,450,843,1401,152,321,65
3/9/12,417,745,2551,70,449,61
3/10/12,288,848,2346,150,323,50
3/11/12,171,1013,2557,146,233,35
3/12/12,344,1020,2379,134,393,35
3/13/12,357,620,3082,86,315,25
3/14/12,386,607,2622,40,462,66
3/15/12,439,912,1897,67,294,46
3/16/12,174,607,1880,63,448,42
3/17/12,258,745,1255,144,497,56
3/18/12,197,935,2647,145,489,47
3/19/12,281,807,1761,137,313,38
3/20/12,337,833,2841,67,344,76
3/21/12,264,709,2297,165,187,69
3/22/12,380,358,2406,141,394,75
3/23/12,259,1052,1776,68,370,33
3/24/12,360,397,2750,74,449,77
3/25/12,451,532,2321,155,499,40
3/26/12,467,601,2791,66,244,60
3/27/12,275,436,1739,107,291,73
3/28/12,436,413,3126,152,360,58
3/29/12,242,833,2754,68,330,81
3/30/12,275,814,3158,168,393,54
3/31/12,409,384,3029,89,302,47
4/1/12,262,990,1601,146,242,50
4/2/12,176,1014,2297,44,418,36
4/3/12,341,845,1328,75,360,40
4/4/12,280,591,1409,117,239,26
4/5/12,356,523,2696,65,270,42
4/6/12,308,506,2537,170,457,53
4/7/12,198,731,1403,129,388,25
4/8/12,221,740,3039,187,415,50
4/9/12,425,1025,2581,71,343,49
4/10/12,216,1050,3011,173,442,76
4/11/12,241,424,2565,65,309,59
4/12/12,256,653,2775,169,201,36
4/13/12,287,767,1427,167,351,46
4/14/12,429,526,3206,110,436,57
4/15/12,442,1055,3226,126,489,53
4/16/12,461,874,3160,44,430,25
4/17/12,173,500,2620,48,402,47
4/18/12,326,744,1864,118,235,49
4/19/12,213,361,3007,125,321,60
4/20/12,263,698,1373,84,442,75
4/21/12,327,801,2663,152,277,27
4/22/12,512,899,1729,152,305,82
4/23/12,458,423,2825,62,242,49
4/24/12,164,553,1739,62,498,69
4/25/12,513,442,1723,95,269,64
4/26/12,346,743,2628,46,419,82
4/27/12,163,404,2409,58,378,54
4/28/12,381,576,3230,151,319,64
4/29/12,321,401,2367,71,503,47
4/30/12,320,487,1329,191,454,32
5/1/12,465,846,1518,104,418,28
5/2/12,213,453,2600,82,372,74
5/3/12,179,543,2531,179,417,68
5/4/12,386,486,2612,88,377,40
5/5/12,346,641,2820,113,428,76
5/6/12,405,430,2537,62,385,51
5/7/12,328,948,1747,136,328,45
5/8/12,318,565,2557,179,467,61
5/9/12,312,799,2901,159,262,76
5/10/12,163,648,2745,123,226,38
5/11/12,240,811,2022,137,197,68
5/12/12,394,991,2498,85,266,66
5/13/12,512,904,2873,147,235,68
5/14/12,272,809,3257,149,490,67
5/15/12,386,743,2130,41,470,35
5/16/12,344,662,1902,183,437,45
5/17/12,260,847,3162,119,247,36
5/18/12,282,453,1381,93,326,68
5/19/12,375,483,2173,82,296,36
5/20/12,361,690,2895,151,169,70
5/21/12,278,664,2471,171,458,70
5/22/12,182,1074,1295,101,399,52
5/23/12,184,760,3009,112,454,29
5/24/12,354,359,1744,187,480,72
5/25/12,515,772,1989,144,245,44
5/26/12,439,520,1531,85,407,57
5/27/12,433,427,1432,169,221,51
5/28/12,345,419,2685,89,373,76
5/29/12,224,865,2247,91,183,45
5/30/12,367,820,3250,137,504,75
5/31/12,383,405,2641,136,230,42
6/1/12,448,535,2839,105,451,35
6/2/12,490,681,2153,116,508,38
6/3/12,223,462,1464,123,456,39
6/4/12,509,943,1935,172,393,37
6/5/12,239,465,2745,115,344,77
6/6/12,461,362,2655,89,256,30
6/7/12,272,738,1820,41,193,65
6/8/12,215,493,2009,101,268,42
6/9/12,363,451,2652,114,377,41
6/10/12,329,668,3210,166,459,32
6/11/12,161,744,2433,99,266,36
6/12/12,333,425,3220,147,466,50
6/13/12,427,567,2588,47,254,65
6/14/12,390,888,2404,164,480,79
6/15/12,209,834,2346,125,445,28
6/16/12,477,896,1689,109,410,43
6/17/12,245,407,2111,174,197,43
6/18/12,424,794,1472,191,241,79
6/19/12,281,785,2937,130,255,46
6/20/12,451,808,1792,139,354,50
6/21/12,433,1062,1352,127,197,61
6/22/12,405,780,1932,137,342,43
6/23/12,300,682,1347,68,227,41
6/24/12,182,902,2999,71,477,28
6/25/12,493,733,2206,47,291,58
6/26/12,460,634,3245,168,369,47
6/27/12,408,601,3130,173,432,34
6/28/12,303,517,2674,41,375,65
6/29/12,483,605,2345,114,284,54
6/30/12,373,759,2343,45,258,27
7/1/12,504,539,2517,168,276,32
7/2/12,315,406,1870,44,330,81
7/3/12,479,399,1661,43,283,29
7/4/12,465,511,1506,163,339,74
7/5/12,427,645,1278,178,298,61
7/6/12,232,414,2074,128,171,54
7/7/12,280,673,1519,124,231,65
7/8/12,478,763,1583,77,342,66
7/9/12,433,510,2416,132,439,40
7/10/12,323,506,1336,178,450,33
7/11/12,332,651,1455,106,222,45
7/12/12,475,388,1601,123,253,79
7/13/12,257,1049,3231,179,406,62
7/14/12,509,529,2567,177,353,82
7/15/12,326,998,2848,54,267,27
7/16/12,306,675,3225,54,477,54
7/17/12,261,905,2648,106,404,70
7/18/12,282,512,1882,184,427,55
7/19/12,496,556,1412,135,297,32
7/20/12,265,888,1806,89,173,39
7/21/12,340,796,3144,88,183,56
7/22/12,383,543,3018,183,307,51
7/23/12,464,955,2254,160,359,32
7/24/12,188,882,2114,173,422,71
7/25/12,290,968,2750,146,183,28
7/26/12,297,550,1806,108,372,66
7/27/12,457,355,2886,145,261,75
7/28/12,356,419,2577,167,436,45
7/29/12,504,758,1490,41,352,34
7/30/12,224,854,1740,74,284,60
7/31/12,302,714,3089,92,228,35
8/1/12,195,841,1638,100,331,42
8/2/12,268,571,2249,53,210,50
8/3/12,388,989,2241,159,201,36
8/4/12,308,489,2376,178,491,78
8/5/12,453,441,2048,139,482,68
8/6/12,420,422,2512,81,228,60
8/7/12,255,737,2543,142,237,32
8/8/12,253,898,1839,136,314,43
8/9/12,246,579,3036,37,306,68
8/10/12,510,684,3185,78,290,70
8/11/12,464,531,2945,38,396,59
8/12/12,508,758,3236,37,447,28
8/13/12,288,929,2099,137,291,43
8/14/12,325,981,3107,86,278,82
8/15/12,369,661,1964,53,458,47
8/16/12,455,993,1509,70,273,67
8/17/12,293,437,2154,60,331,55
8/18/12,384,743,2634,101,314,55
8/19/12,385,509,2325,158,269,56
8/20/12,234,697,2762,37,463,70
8/21/12,399,683,1905,115,496,35
8/22/12,265,987,1886,88,395,63
8/23/12,279,812,2647,131,417,70
8/24/12,291,801,2163,44,463,30
8/25/12,491,545,3054,179,491,33
8/26/12,232,1004,1629,40,345,28
8/27/12,172,1001,2007,68,492,69
8/28/12,268,566,2624,115,322,78
8/29/12,241,682,1384,101,282,70
8/30/12,428,393,3076,81,504,52
8/31/12,316,602,2298,95,386,66
9/1/12,178,993,3247,48,296,82
9/2/12,266,579,2965,67,435,77
9/3/12,496,727,2788,103,244,60
9/4/12,294,1046,1937,154,273,82
9/5/12,437,881,3038,66,169,66
9/6/12,236,378,2938,121,359,28
9/7/12,305,821,2492,158,181,35
9/8/12,498,874,2336,139,406,58
9/9/12,207,780,1662,53,347,58
9/10/12,350,894,2034,126,353,28
9/11/12,362,656,1781,164,344,36
9/12/12,439,463,2507,76,486,29
9/13/12,224,384,1506,151,324,57
9/14/12,305,999,1936,158,304,64
9/15/12,384,599,1871,104,233,52
9/16/12,444,808,2634,148,500,28
9/17/12,181,415,2176,84,335,66
9/18/12,333,454,3053,108,216,63
9/19/12,462,794,2254,130,288,66
9/20/12,310,466,2802,73,365,67
9/21/12,392,952,3204,107,344,35
9/22/12,250,997,1692,83,320,79
9/23/12,212,526,1536,66,397,67
9/24/12,374,528,2344,188,207,73
9/25/12,417,437,1613,117,436,79
9/26/12,442,711,2257,150,344,67
9/27/12,286,963,1712,130,323,52
9/28/12,162,500,2533,185,236,26
9/29/12,241,439,1690,173,462,54
9/30/12,297,824,2133,80,206,36
10/1/12,448,543,1350,160,195,55
10/2/12,215,598,1570,188,245,57
10/3/12,233,733,1488,121,475,56
10/4/12,440,764,1800,174,375,66
10/5/12,467,807,2116,92,500,44
10/6/12,502,463,3212,169,220,74
10/7/12,203,637,2513,51,234,37
10/8/12,507,537,1975,159,288,25
10/9/12,346,851,2610,92,474,42
10/10/12,289,709,2500,181,178,60
10/11/12,465,580,1397,110,348,74
10/12/12,338,359,1342,45,196,30
10/13/12,199,425,3111,140,317,58
10/14/12,383,1006,1994,63,497,55
10/15/12,292,842,1269,147,446,70
10/16/12,392,565,3034,155,456,47
10/17/12,305,570,1898,94,218,66
10/18/12,503,362,1471,68,282,82
10/19/12,470,361,2709,90,341,59
10/20/12,193,783,2322,135,435,65
10/21/12,383,1071,2059,119,276,63
10/22/12,238,384,2317,189,385,76
10/23/12,174,446,3139,65,226,48
10/24/12,209,527,3076,159,355,80
10/25/12,412,1025,1475,109,181,62
10/26/12,481,429,2987,146,466,39
10/27/12,423,985,2078,88,248,62
10/28/12,278,483,2263,70,175,66
10/29/12,422,419,3275,112,456,78
10/30/12,334,496,2340,135,428,35
10/31/12,288,921,1950,76,410,73
11/1/12,514,694,2840,187,380,43
11/2/12,162,580,3154,39,381,36
11/3/12,444,980,2851,90,361,36
11/4/12,313,855,1701,108,378,37
11/5/12,255,652,2017,154,401,42
11/6/12,333,628,2012,103,218,28
11/7/12,477,593,3181,110,251,75
11/8/12,222,1074,3071,43,491,57
11/9/12,506,675,2419,148,400,44
11/10/12,241,541,3170,145,368,58
11/11/12,326,1056,2738,186,320,51
11/12/12,392,734,1526,177,383,71
11/13/12,192,920,2821,155,496,38
11/14/12,278,1028,2518,70,364,64
11/15/12,476,392,1909,125,414,51
11/16/12,515,1065,1276,154,496,49
11/17/12,481,622,3231,81,498,61
11/18/12,353,852,1885,56,226,57
11/19/12,452,385,1617,191,498,52
11/20/12,185,939,2544,96,427,27
11/21/12,354,1023,2873,72,347,57
11/22/12,480,937,3132,178,486,29
11/23/12,446,883,1937,65,436,72
11/24/12,330,832,2048,77,249,79
11/25/12,236,1006,1762,187,359,77
11/26/12,452,954,1884,68,407,33
11/27/12,198,1036,2671,68,247,62
11/28/12,478,569,2277,107,411,27
11/29/12,205,398,2298,61,232,71
11/30/12,195,651,1838,162,183,62
12/1/12,190,724,3037,89,435,82
12/2/12,441,814,3211,97,281,39
12/3/12,287,635,2485,61,490,50
12/4/12,236,1019,3063,67,321,29
12/5/12,486,535,2322,98,480,51
12/6/12,323,661,1254,182,390,53
12/7/12,202,701,3234,106,466,47
12/8/12,496,372,3261,161,183,73
12/9/12,297,1046,2491,103,418,38
12/10/12,174,888,2896,114,279,53
12/11/12,452,417,2962,122,453,73
12/12/12,348,809,2302,170,176,54
12/13/12,486,782,1593,170,331,78
12/14/12,384,948,1725,79,319,62
12/15/12,235,919,1418,64,299,36
12/16/12,456,374,1980,74,451,48
12/17/12,367,694,2610,180,487,45
12/18/12,190,367,2433,129,361,37
12/19/12,441,1057,2261,108,278,41
12/20/12,414,1015,1328,38,466,69
12/21/12,276,778,2273,43,243,31
12/22/12,241,1002,2760,188,347,73
12/23/12,368,552,1856,144,456,38
12/24/12,269,675,2601,162,402,43
12/25/12,453,555,2124,107,341,55
12/26/12,352,356,3031,160,354,25
12/27/12,430,1037,2339,89,258,68
12/28/12,252,474,1919,168,352,69
12/29/12,300,892,1638,148,462,59
12/30/12,360,586,1776,162,382,41
12/31/12,393,968,3149,49,374,62
1/1/13,217,728,1375,46,355,67
1/2/13,341,829,2339,132,449,26
1/3/13,493,606,1893,70,298,27
1/4/13,472,401,2879,149,188,74
1/5/13,395,866,2303,148,182,56
1/6/13,311,489,3145,100,177,29
1/7/13,458,541,1744,144,349,42
1/8/13,248,665,2690,59,183,36
1/9/13,442,567,2779,44,316,64
1/10/13,328,850,2002,100,409,54
1/11/13,300,721,1872,53,204,78
1/12/13,347,599,1322,50,442,81
1/13/13,335,814,2656,159,190,25
1/14/13,367,672,1813,157,388,66
1/15/13,445,470,3277,182,464,74
1/16/13,221,906,2801,89,304,37
1/17/13,316,425,2138,141,409,78
1/18/13,389,631,2384,95,497,59
1/19/13,514,964,2048,108,277,69
1/20/13,320,394,2073,115,204,76
1/21/13,176,572,1306,89,411,62
1/22/13,350,960,3007,178,234,40
1/23/13,458,379,1476,171,429,35
1/24/13,448,748,1922,191,308,44
1/25/13,272,1049,3173,173,232,54
1/26/13,187,416,1414,96,458,37
1/27/13,451,845,2967,81,201,74
1/28/13,389,534,1789,63,214,71
1/29/13,467,660,2141,95,433,57
1/30/13,328,781,2190,94,322,26
1/31/13,318,509,2550,155,424,52
2/1/13,222,567,1873,148,213,42
2/2/13,349,1067,2994,149,488,82
2/3/13,262,616,2078,88,247,69
2/4/13,309,820,3289,116,369,63
2/5/13,198,1048,1733,138,246,32
2/6/13,492,812,3263,65,372,43
2/7/13,295,669,2498,87,345,63
2/8/13,361,1065,2788,88,276,81
2/9/13,172,1068,2430,60,246,34
2/10/13,196,909,1962,88,359,39
2/11/13,212,810,1742,135,312,48
2/12/13,484,993,1662,98,494,61
2/13/13,480,642,2619,53,376,56
2/14/13,233,448,3244,105,253,76
2/15/13,311,358,2512,73,180,72
2/16/13,167,420,1261,66,459,49
2/17/13,410,703,1864,106,208,59
2/18/13,311,524,1667,43,488,51
2/19/13,290,783,2352,50,221,49
2/20/13,162,733,1691,149,357,70
2/21/13,499,529,2865,67,244,48
2/22/13,294,848,3153,174,222,25
2/23/13,421,710,1711,190,207,44
2/24/13,205,669,1424,165,279,37
2/25/13,188,445,1514,69,318,45
2/26/13,303,412,3213,165,296,71
2/27/13,201,855,3087,125,476,76
2/28/13,470,703,2195,155,341,43
3/1/13,174,516,2402,154,367,61
3/2/13,254,753,2090,100,274,53
3/3/13,393,922,3181,147,452,61
3/4/13,406,917,1916,84,378,41
3/5/13,469,895,2349,179,212,26
3/6/13,322,999,1898,182,188,73
3/7/13,165,468,1618,122,179,49
3/8/13,207,575,2722,41,461,41
3/9/13,286,828,3049,84,446,62
3/10/13,373,368,1279,126,228,53
3/11/13,276,764,1508,187,209,47
3/12/13,238,778,2587,116,333,69
3/13/13,438,400,2445,74,191,36
3/14/13,434,784,1714,62,210,58
3/15/13,171,955,2287,139,332,34
3/16/13,480,1063,3117,72,494,78
3/17/13,458,510,2560,135,462,81
3/18/13,273,363,2332,55,358,78
3/19/13,234,1063,1984,76,351,61
3/20/13,335,767,3104,190,388,28
3/21/13,481,380,1313,56,234,50
3/22/13,344,749,1679,188,504,73
3/23/13,344,482,1524,99,415,28
3/24/13,413,954,1699,64,197,75
3/25/13,420,1022,2410,54,477,71
3/26/13,502,866,2032,91,420,78
3/27/13,215,736,1553,143,330,49
3/28/13,166,655,2388,121,315,35
3/29/13,258,508,2012,50,400,38
3/30/13,373,1054,2638,143,376,41
3/31/13,189,791,2452,54,502,49
4/1/13,241,438,1394,189,287,77
4/2/13,494,544,3033,117,201,42
4/3/13,386,768,2208,184,325,42
4/4/13,237,694,2940,142,405,32
4/5/13,178,637,3253,82,174,57
4/6/13,377,646,1708,144,341,77
4/7/13,217,517,2379,87,406,76
4/8/13,499,728,2013,169,388,68
4/9/13,280,439,1625,102,431,62
4/10/13,192,1046,2529,107,279,68
4/11/13,235,754,2446,177,481,29
4/12/13,161,834,2363,154,508,38
4/13/13,173,974,1305,109,455,72
4/14/13,506,746,1306,81,191,78
4/15/13,299,770,1829,126,222,69
4/16/13,249,875,1335,65,308,47
4/17/13,483,789,2655,134,503,48
4/18/13,429,524,2312,182,478,71
4/19/13,471,512,1593,138,314,75
4/20/13,438,812,3078,101,353,77
4/21/13,317,924,2557,181,456,53
4/22/13,454,499,2216,167,371,67
4/23/13,264,647,2201,102,304,30
4/24/13,395,616,1933,74,503,81
4/25/13,171,520,2574,61,453,68
4/26/13,400,974,1926,146,343,44
4/27/13,375,554,1657,112,358,69
4/28/13,263,465,1976,44,332,39
4/29/13,426,550,2261,65,472,78
4/30/13,464,709,2289,58,401,57
5/1/13,341,805,1965,47,355,51
5/2/13,376,1002,1771,183,289,46
5/3/13,226,986,3066,74,213,67
5/4/13,176,471,2141,109,234,62
5/5/13,281,943,1650,144,498,71
5/6/13,484,395,2964,81,172,64
5/7/13,343,670,1697,37,337,53
5/8/13,177,636,1620,59,463,48
5/9/13,414,558,2638,148,253,66
5/10/13,400,780,3280,77,232,65
5/11/13,360,562,1376,119,477,55
5/12/13,261,620,2035,44,172,38
5/13/13,438,586,2553,45,315,63
5/14/13,287,790,1949,140,305,32
5/15/13,500,881,1397,166,372,48
5/16/13,410,936,1466,183,278,60
5/17/13,419,578,1774,116,327,56
5/18/13,320,1045,1758,45,295,36
5/19/13,386,380,2882,121,265,33
5/20/13,472,898,2020,44,440,54
5/21/13,213,694,2071,167,333,74
5/22/13,306,826,1732,177,337,53
5/23/13,510,666,1926,153,190,28
5/24/13,447,501,1361,163,480,38
5/25/13,455,971,2400,128,297,42
5/26/13,270,956,2276,153,237,46
5/27/13,319,748,2487,162,459,33
5/28/13,502,689,2510,67,285,49
5/29/13,382,661,1881,41,202,70
5/30/13,249,848,2446,130,510,38
5/31/13,298,367,2244,122,448,61
6/1/13,371,933,1270,184,475,71
6/2/13,163,886,1536,78,288,64
6/3/13,181,774,1663,144,268,55
6/4/13,350,903,2205,74,427,72
6/5/13,410,836,2917,64,332,42
6/6/13,496,666,2765,145,368,79
6/7/13,262,773,1262,154,313,65
6/8/13,189,716,2681,73,312,51
6/9/13,239,488,2554,181,461,46
6/10/13,380,597,2654,159,196,77
6/11/13,185,475,2071,61,192,30
6/12/13,384,415,2440,154,320,34
6/13/13,244,696,1972,142,202,57
6/14/13,220,458,1409,178,274,80
6/15/13,347,1033,2466,84,414,50
6/16/13,429,522,2108,111,205,34
6/17/13,297,799,2996,51,348,47
6/18/13,364,379,1294,114,244,45
6/19/13,188,757,2929,173,170,54
6/20/13,481,980,1520,47,451,62
6/21/13,496,731,2707,81,323,46
6/22/13,303,839,1952,51,221,74
6/23/13,432,1000,2190,187,203,39
6/24/13,337,921,1653,100,373,33
6/25/13,298,843,1340,167,191,35
6/26/13,170,944,3050,67,286,65
6/27/13,369,767,2534,183,242,46
6/28/13,229,525,2950,84,314,60
6/29/13,164,717,3180,80,186,63
6/30/13,421,713,3025,104,440,63
7/1/13,471,518,2580,87,449,50
7/2/13,313,460,3062,146,485,45
7/3/13,181,594,1649,134,225,79
7/4/13,260,912,1403,157,215,53
7/5/13,267,601,1540,134,426,45
7/6/13,423,539,2835,154,190,51
7/7/13,221,1003,2470,45,207,33
7/8/13,296,686,1593,90,495,57
7/9/13,295,581,2523,151,458,80
7/10/13,463,753,2189,54,356,60
7/11/13,349,965,1649,77,286,68
7/12/13,254,984,2186,126,298,65
7/13/13,174,481,2543,111,407,39
7/14/13,387,619,2021,184,292,29
7/15/13,470,1031,2106,176,456,32
7/16/13,161,693,2150,99,390,28
7/17/13,180,996,2253,163,191,53
7/18/13,422,962,2268,40,237,54
7/19/13,380,805,1424,110,190,59
7/20/13,366,820,1703,106,402,79
7/21/13,442,1028,2163,166,508,77
7/22/13,366,685,2634,42,386,34
7/23/13,364,937,2184,184,249,41
7/24/13,199,811,2890,40,390,44
7/25/13,308,773,1560,100,402,29
7/26/13,229,954,1665,56,269,79
7/27/13,405,761,1628,95,294,82
7/28/13,371,870,2118,109,459,67
7/29/13,493,643,2749,53,239,47
7/30/13,251,745,2167,191,282,29
7/31/13,340,435,1530,161,399,48
8/1/13,252,987,2724,57,393,43
8/2/13,260,773,1950,160,378,42
8/3/13,330,703,2981,94,304,67
8/4/13,402,1049,1599,162,474,56
8/5/13,214,849,1473,111,455,25
8/6/13,464,501,2432,165,330,66
8/7/13,480,791,2462,138,327,71
8/8/13,361,841,1767,93,493,82
8/9/13,502,578,1713,133,225,55
8/10/13,264,706,2526,42,258,47
8/11/13,238,1033,1497,151,293,50
8/12/13,474,416,2933,106,498,71
8/13/13,291,418,1457,162,306,61
8/14/13,415,605,2441,173,384,29
8/15/13,448,475,2790,154,213,58
8/16/13,327,780,1325,130,293,64
8/17/13,272,658,1966,83,243,43
8/18/13,276,391,1693,133,337,48
8/19/13,361,1011,1791,67,474,81
8/20/13,242,983,2958,91,285,66
8/21/13,384,823,3012,108,171,62
8/22/13,324,606,1257,139,436,65
8/23/13,406,1058,3279,168,500,25
8/24/13,473,531,2074,53,255,43
8/25/13,232,982,2666,137,207,29
8/26/13,459,562,2478,71,310,74
8/27/13,321,817,2002,162,268,43
8/28/13,443,772,1261,188,509,76
8/29/13,262,513,2322,145,471,57
8/30/13,300,921,2066,128,256,69
8/31/13,287,839,2100,182,178,40
9/1/13,430,740,1601,80,483,50
9/2/13,359,896,3270,178,170,68
9/3/13,325,566,1512,99,198,66
9/4/13,460,929,2137,101,423,52
9/5/13,203,793,1469,47,509,73
9/6/13,267,627,1737,142,434,62
9/7/13,168,354,3181,133,270,27
9/8/13,345,361,3112,134,271,72
9/9/13,485,471,3252,105,390,55
9/10/13,164,851,2431,45,317,25
9/11/13,204,485,2944,166,407,64
9/12/13,497,460,2761,171,442,55
9/13/13,346,442,2475,165,461,26
9/14/13,444,390,1287,182,418,26
9/15/13,512,421,2125,64,290,34
9/16/13,459,680,2966,157,335,76
9/17/13,231,403,1286,161,203,28
9/18/13,312,1058,2009,122,185,60
9/19/13,350,764,2658,139,315,28
9/20/13,352,954,1569,53,252,27
9/21/13,501,936,3186,64,446,50
9/22/13,174,443,1583,138,280,33
9/23/13,387,491,2834,154,302,48
9/24/13,381,908,2311,118,284,75
9/25/13,226,948,1384,187,322,64
9/26/13,471,452,1766,181,391,60
9/27/13,284,996,2164,38,254,54
9/28/13,395,862,2134,80,288,51
9/29/13,506,398,1745,163,447,59
9/30/13,238,1075,2392,72,178,62
10/1/13,477,721,2461,96,216,66
10/2/13,453,495,1282,170,419,58
10/3/13,469,545,2135,55,285,55
10/4/13,510,528,2591,148,345,40
10/5/13,497,720,2042,70,339,61
10/6/13,406,381,2891,67,224,27
10/7/13,457,940,3195,186,302,67
10/8/13,425,813,1761,183,250,36
10/9/13,433,954,2382,133,312,62
10/10/13,285,447,1731,186,191,29
10/11/13,436,383,2978,117,331,61
10/12/13,296,482,1500,143,343,59
10/13/13,406,1053,2042,155,205,59
10/14/13,297,392,3084,190,218,79
10/15/13,421,690,2252,49,394,27
10/16/13,494,779,1714,98,489,65
10/17/13,465,608,2805,94,300,47
10/18/13,199,716,2586,107,443,32
10/19/13,397,445,2509,163,443,53
10/20/13,230,362,3161,42,213,52
10/21/13,337,633,2905,58,346,68
10/22/13,285,784,3234,70,316,41
10/23/13,293,1010,2399,124,258,63
10/24/13,304,637,2645,72,178,33
10/25/13,441,651,3104,128,351,69
10/26/13,466,982,2658,120,464,51
10/27/13,235,600,1419,84,305,42
10/28/13,507,644,1944,98,365,78
10/29/13,513,1035,2221,135,284,82
10/30/13,205,490,2949,151,266,65
10/31/13,342,856,3213,174,263,38
11/1/13,359,1029,2822,177,227,47
11/2/13,222,1010,2429,106,265,56
11/3/13,243,1046,2733,135,193,51
11/4/13,209,509,3043,190,341,50
11/5/13,196,980,1729,63,218,37
11/6/13,384,615,2355,142,283,70
11/7/13,324,946,2356,127,432,66
11/8/13,390,1047,1520,101,247,65
11/9/13,300,530,3047,176,200,70
11/10/13,199,393,1922,164,252,68
11/11/13,485,731,1781,114,348,25
11/12/13,482,357,1579,179,222,71
11/13/13,395,779,2067,72,327,79
11/14/13,390,464,3034,168,479,58
11/15/13,167,499,1969,75,329,38
11/16/13,432,960,2027,90,194,31
11/17/13,249,987,1335,44,450,69
11/18/13,388,801,2153,150,268,75
11/19/13,211,956,1396,117,430,48
11/20/13,179,845,2575,81,171,50
11/21/13,334,931,2027,143,368,63
11/22/13,475,773,3170,57,287,36
11/23/13,326,521,1978,161,315,70
11/24/13,478,1038,1456,189,333,32
11/25/13,163,627,3236,177,378,38
11/26/13,184,785,3240,115,246,57
11/27/13,414,729,2958,67,203,27
11/28/13,271,1023,1517,171,286,72
11/29/13,199,939,3053,149,308,30
11/30/13,322,461,2998,110,310,36
12/1/13,465,680,1895,122,377,79
12/2/13,306,354,2643,150,194,41
12/3/13,291,764,2393,123,293,76
12/4/13,356,783,1820,146,457,67
12/5/13,198,973,2298,184,336,75
12/6/13,502,812,1558,78,384,53
12/7/13,309,863,2111,42,464,52
12/8/13,349,701,2733,43,336,49
12/9/13,466,547,1606,83,381,45
12/10/13,293,388,3252,133,473,34
12/11/13,427,1025,2140,140,281,58
12/12/13,426,538,1875,154,226,52
12/13/13,294,817,2318,123,477,62
12/14/13,440,731,1555,104,339,71
12/15/13,292,870,2058,59,205,70
12/16/13,187,457,1526,64,286,41
12/17/13,444,966,1732,123,235,35
12/18/13,481,881,2177,71,185,34
12/19/13,251,739,3040,78,452,30
12/20/13,171,998,3245,148,285,56
12/21/13,303,584,1987,46,409,26
12/22/13,390,488,3133,136,181,66
12/23/13,184,838,1800,175,400,51
12/24/13,213,814,2371,136,459,51
12/25/13,333,581,1610,47,222,61
12/26/13,334,444,1476,42,400,64
